type,direction,time
input,send,213.700
input,send,226.100
input,send,266.800
input,send,269.700
input,send,272.700
input,send,277.300
input,send,280.800
input,send,284.000
input,send,287.400
input,send,290.300
input,send,295.300
input,send,299.400
input,send,303.400
input,send,306.200
input,send,311.300
audio,recv,214.500
audio,recv,227.000
audio,recv,267.700
audio,recv,270.600
audio,recv,273.500
audio,recv,278.100
audio,recv,281.600
audio,recv,284.600
audio,recv,288.100
audio,recv,291.000
audio,recv,296.400
audio,recv,300.100
audio,recv,304.000
audio,recv,306.900
audio,recv,312.300
audio,recv,1349.500
frame,recv,260.900
frame,recv,293.200
frame,recv,325.900
frame,recv,359.600
frame,recv,392.200
frame,recv,424.900
frame,recv,457.600
frame,recv,491.300
frame,recv,524.000
frame,recv,556.900
frame,recv,589.900
frame,recv,622.800
frame,recv,655.600
frame,recv,689.300
frame,recv,722.100
frame,recv,754.900
frame,recv,787.600
frame,recv,820.800
frame,recv,854.600
frame,recv,887.400
frame,recv,919.900
frame,recv,952.500
frame,recv,986.300
frame,recv,1019.100
frame,recv,1051.700
frame,recv,1085.200
frame,recv,1117.900
frame,recv,1150.700
frame,recv,1184.800
frame,recv,1217.500
frame,recv,1250.100
frame,recv,1282.900
frame,recv,1315.500
frame,recv,1350.200
