type,direction,time
input,send,1843.500
input,send,1852.100
input,send,3253.500
input,send,3621.100
input,send,4081.700
input,send,4665.000
input,send,5253.900
input,send,6090.100
input,send,6483.900
input,send,8590.300
input,send,9518.400
input,send,10636.500
input,send,10904.800
input,send,11473.400
input,send,12455.300
input,send,13351.500
audio,recv,1868.400
audio,recv,1878.900
audio,recv,3279.700
audio,recv,3643.000
audio,recv,4021.800
audio,recv,4102.200
audio,recv,4687.400
audio,recv,5275.100
audio,recv,5771.000
audio,recv,6110.100
audio,recv,6504.600
audio,recv,7487.100
audio,recv,8610.600
audio,recv,9235.800
audio,recv,9542.000
audio,recv,10659.100
audio,recv,10925.200
audio,recv,10954.800
audio,recv,11495.200
audio,recv,12478.700
audio,recv,12699.600
audio,recv,13373.100
audio,recv,14451.800
audio,recv,15142.000
frame,recv,1907.400
frame,recv,1940.200
frame,recv,1974.900
frame,recv,2005.500
frame,recv,2038.600
frame,recv,2072.300
frame,recv,2104.200
frame,recv,2137.600
frame,recv,2170.300
frame,recv,2204.400
frame,recv,2237.100
frame,recv,2269.600
frame,recv,2303.300
frame,recv,2336.100
frame,recv,2369.200
frame,recv,2400.800
frame,recv,2434.800
frame,recv,2468.400
frame,recv,2501.100
frame,recv,2532.900
frame,recv,2566.000
frame,recv,2599.400
frame,recv,2632.000
frame,recv,2665.000
frame,recv,2698.100
frame,recv,2732.200
frame,recv,2765.500
frame,recv,2797.500
frame,recv,2829.900
frame,recv,2863.700
frame,recv,2896.600
frame,recv,2929.600
frame,recv,2962.000
frame,recv,2997.600
frame,recv,3029.000
frame,recv,3061.600
frame,recv,3094.900
frame,recv,3127.900
frame,recv,3160.700
frame,recv,3194.300
frame,recv,3227.200
frame,recv,3259.200
frame,recv,3292.800
frame,recv,3325.200
frame,recv,3359.300
frame,recv,3392.600
frame,recv,3425.100
frame,recv,3457.900
frame,recv,3490.800
frame,recv,3523.400
frame,recv,3556.400
frame,recv,3589.800
frame,recv,3622.900
frame,recv,3656.800
frame,recv,3688.600
frame,recv,3721.600
frame,recv,3754.700
frame,recv,3787.900
frame,recv,3820.800
frame,recv,3853.100
frame,recv,3887.400
frame,recv,3920.100
frame,recv,3952.800
frame,recv,3985.700
frame,recv,4018.600
frame,recv,4051.300
frame,recv,4084.600
frame,recv,4119.400
frame,recv,4149.900
frame,recv,4183.600
frame,recv,4216.800
frame,recv,4250.200
frame,recv,4283.000
frame,recv,4315.800
frame,recv,4348.700
frame,recv,4381.800
frame,recv,4413.300
frame,recv,4447.200
frame,recv,4482.200
frame,recv,4514.000
frame,recv,4546.400
frame,recv,4580.400
frame,recv,4613.300
frame,recv,4645.400
frame,recv,4679.300
frame,recv,4711.600
frame,recv,4745.100
frame,recv,4777.900
frame,recv,4810.500
frame,recv,4843.200
frame,recv,4877.400
frame,recv,4909.900
frame,recv,4942.600
frame,recv,4975.300
frame,recv,5009.800
frame,recv,5042.200
frame,recv,5074.900
frame,recv,5108.000
frame,recv,5141.200
frame,recv,5173.900
frame,recv,5207.400
frame,recv,5240.100
frame,recv,5274.000
frame,recv,5304.500
frame,recv,5338.100
frame,recv,5371.100
frame,recv,5405.300
frame,recv,5437.400
frame,recv,5470.200
frame,recv,5503.800
frame,recv,5536.100
frame,recv,5569.600
frame,recv,5602.400
frame,recv,5635.000
frame,recv,5669.500
frame,recv,5702.100
frame,recv,5735.400
frame,recv,5767.200
frame,recv,5801.100
frame,recv,5833.600
frame,recv,5866.900
frame,recv,5900.100
frame,recv,5932.600
frame,recv,5966.500
frame,recv,5998.500
frame,recv,6031.200
frame,recv,6065.000
frame,recv,6097.900
frame,recv,6131.300
frame,recv,6163.700
frame,recv,6198.500
frame,recv,6229.100
frame,recv,6263.200
frame,recv,6295.700
frame,recv,6329.000
frame,recv,6362.000
frame,recv,6396.300
frame,recv,6427.400
frame,recv,6461.300
frame,recv,6493.500
frame,recv,6527.500
frame,recv,6559.600
frame,recv,6592.300
frame,recv,6625.300
frame,recv,6657.800
frame,recv,6691.800
frame,recv,6725.700
frame,recv,6758.600
frame,recv,6790.100
