type,direction,time
input,send,1880.900
input,send,1900.200
input,send,3302.400
input,send,3671.000
input,send,4131.600
input,send,4716.400
input,send,5305.400
input,send,6141.700
input,send,6535.400
input,send,8640.200
input,send,9569.700
input,send,10689.500
input,send,10957.600
input,send,11528.200
input,send,12511.100
input,send,13408.200
audio,recv,1902.700
audio,recv,1923.400
audio,recv,3326.300
audio,recv,3694.100
audio,recv,4071.900
audio,recv,4151.700
audio,recv,4739.500
audio,recv,5326.100
audio,recv,5828.800
audio,recv,6164.700
audio,recv,6555.900
audio,recv,7536.200
audio,recv,8661.900
audio,recv,9283.100
audio,recv,9590.800
audio,recv,10714.200
audio,recv,10978.200
audio,recv,10999.600
audio,recv,11555.300
audio,recv,12532.900
audio,recv,12749.600
audio,recv,13429.300
audio,recv,14498.500
audio,recv,15194.700
frame,recv,1956.700
frame,recv,1989.100
frame,recv,2023.600
frame,recv,2055.300
frame,recv,2088.200
frame,recv,2120.200
frame,recv,2153.200
frame,recv,2186.100
frame,recv,2221.100
frame,recv,2251.600
frame,recv,2285.500
frame,recv,2318.000
frame,recv,2352.500
frame,recv,2383.300
frame,recv,2417.400
frame,recv,2450.000
frame,recv,2482.600
frame,recv,2516.500
frame,recv,2550.100
frame,recv,2582.100
frame,recv,2616.500
frame,recv,2648.600
frame,recv,2681.500
frame,recv,2714.400
frame,recv,2747.600
frame,recv,2780.200
frame,recv,2814.400
frame,recv,2846.100
frame,recv,2879.700
frame,recv,2912.100
frame,recv,2945.100
frame,recv,2977.700
frame,recv,3010.300
frame,recv,3043.400
frame,recv,3079.000
frame,recv,3110.400
frame,recv,3143.900
frame,recv,3176.700
frame,recv,3210.100
frame,recv,3242.200
frame,recv,3276.000
frame,recv,3308.300
frame,recv,3341.100
frame,recv,3374.300
frame,recv,3407.300
frame,recv,3441.600
frame,recv,3473.200
frame,recv,3505.900
frame,recv,3539.300
frame,recv,3572.600
frame,recv,3605.700
frame,recv,3638.900
frame,recv,3671.400
frame,recv,3704.100
frame,recv,3737.800
frame,recv,3771.400
frame,recv,3804.000
frame,recv,3836.500
frame,recv,3869.500
frame,recv,3901.500
frame,recv,3936.000
frame,recv,3969.100
frame,recv,4001.100
frame,recv,4034.300
frame,recv,4067.400
frame,recv,4102.100
frame,recv,4133.500
frame,recv,4166.400
frame,recv,4198.600
frame,recv,4231.800
frame,recv,4265.800
frame,recv,4307.800
frame,recv,4331.700
frame,recv,4364.600
frame,recv,4397.000
frame,recv,4431.600
frame,recv,4463.100
frame,recv,4496.100
frame,recv,4530.100
frame,recv,4563.800
frame,recv,4595.700
frame,recv,4628.100
frame,recv,4661.700
frame,recv,4694.400
frame,recv,4727.000
frame,recv,4760.400
frame,recv,4792.700
frame,recv,4834.700
frame,recv,4860.800
frame,recv,4892.900
frame,recv,4925.100
frame,recv,4959.000
frame,recv,4992.500
frame,recv,5024.600
frame,recv,5057.800
frame,recv,5090.000
frame,recv,5123.300
frame,recv,5157.000
frame,recv,5189.700
frame,recv,5222.100
frame,recv,5255.400
frame,recv,5290.200
frame,recv,5320.600
frame,recv,5354.000
frame,recv,5388.000
frame,recv,5421.100
frame,recv,5453.200
frame,recv,5486.300
frame,recv,5519.900
frame,recv,5552.100
frame,recv,5585.700
frame,recv,5618.900
frame,recv,5651.700
frame,recv,5685.300
frame,recv,5717.600
frame,recv,5750.500
frame,recv,5783.600
frame,recv,5824.200
frame,recv,5848.900
frame,recv,5884.800
frame,recv,5915.300
frame,recv,5947.900
frame,recv,5982.200
frame,recv,6016.500
frame,recv,6048.000
frame,recv,6080.700
frame,recv,6113.400
frame,recv,6147.200
frame,recv,6179.000
frame,recv,6212.600
frame,recv,6245.800
frame,recv,6278.700
frame,recv,6311.300
frame,recv,6344.700
frame,recv,6378.300
frame,recv,6410.600
frame,recv,6443.000
frame,recv,6476.700
frame,recv,6509.000
frame,recv,6541.700
frame,recv,6576.200
frame,recv,6611.200
frame,recv,6645.100
frame,recv,6678.000
frame,recv,6706.700
frame,recv,6740.000
frame,recv,6773.400
frame,recv,6807.300
frame,recv,6838.900
frame,recv,6872.000
frame,recv,6904.900
frame,recv,6939.700
frame,recv,6970.900
frame,recv,7004.700
frame,recv,7039.100
frame,recv,7076.200
frame,recv,7103.500
frame,recv,7138.200
frame,recv,7169.000
frame,recv,7201.900
frame,recv,7236.000
frame,recv,7267.700
frame,recv,7302.000
frame,recv,7335.000
frame,recv,7368.600
frame,recv,7400.700
frame,recv,7433.500
frame,recv,7466.900
frame,recv,7499.100
frame,recv,7532.900
frame,recv,7564.800
frame,recv,7597.900
frame,recv,7630.500
frame,recv,7665.200
frame,recv,7697.300
frame,recv,7730.200
frame,recv,7762.700
frame,recv,7796.500
frame,recv,7830.700
frame,recv,7862.500
frame,recv,7895.200
frame,recv,7928.400
frame,recv,7962.900
frame,recv,7995.000
frame,recv,8027.400
frame,recv,8059.600
frame,recv,8094.400
frame,recv,8126.500
frame,recv,8159.400
frame,recv,8193.900
frame,recv,8225.600
frame,recv,8257.800
frame,recv,8292.200
frame,recv,8325.400
frame,recv,8360.000
frame,recv,8390.700
frame,recv,8423.600
frame,recv,8456.300
frame,recv,8488.900
frame,recv,8523.400
frame,recv,8554.300
frame,recv,8588.400
frame,recv,8622.200
frame,recv,8655.100
frame,recv,8687.500
frame,recv,8720.200
frame,recv,8753.500
frame,recv,8786.100
frame,recv,8819.200
frame,recv,8853.700
frame,recv,8886.100
frame,recv,8919.300
frame,recv,8954.000
frame,recv,8989.000
frame,recv,9019.900
frame,recv,9051.500
frame,recv,9083.800
frame,recv,9115.800
frame,recv,9150.600
frame,recv,9182.000
frame,recv,9216.500
frame,recv,9248.300
frame,recv,9281.400
frame,recv,9314.400
frame,recv,9348.600
frame,recv,9381.600
frame,recv,9414.000
frame,recv,9445.800
frame,recv,9479.900
frame,recv,9512.200
frame,recv,9551.200
frame,recv,9580.000
frame,recv,9611.200
frame,recv,9644.500
frame,recv,9677.000
frame,recv,9711.200
frame,recv,9742.700
frame,recv,9776.300
frame,recv,9809.700
frame,recv,9842.100
frame,recv,9875.000
frame,recv,9909.200
frame,recv,9940.700
frame,recv,9973.900
frame,recv,10009.500
frame,recv,10043.800
frame,recv,10076.800
frame,recv,10105.700
frame,recv,10140.500
frame,recv,10172.900
frame,recv,10205.300
frame,recv,10238.400
frame,recv,10272.700
frame,recv,10304.200
frame,recv,10338.100
frame,recv,10370.600
frame,recv,10403.100
frame,recv,10436.300
frame,recv,10469.900
frame,recv,10501.900
frame,recv,10536.400
frame,recv,10568.500
frame,recv,10602.700
frame,recv,10635.000
frame,recv,10666.900
frame,recv,10699.900
frame,recv,10735.500
frame,recv,10769.000
frame,recv,10809.900
frame,recv,10836.600
frame,recv,10865.400
frame,recv,10899.000
frame,recv,10933.000
frame,recv,10965.200
frame,recv,10998.200
frame,recv,11031.000
frame,recv,11064.200
frame,recv,11096.500
frame,recv,11129.100
frame,recv,11163.200
frame,recv,11195.800
frame,recv,11228.100
frame,recv,11261.500
frame,recv,11294.700
frame,recv,11327.800
frame,recv,11360.800
frame,recv,11394.200
frame,recv,11426.700
frame,recv,11459.500
frame,recv,11492.900
frame,recv,11526.300
frame,recv,11558.800
frame,recv,11591.900
frame,recv,11624.600
