type,direction,time
input,send,1892.000
input,send,1903.000
input,send,3305.100
input,send,3673.600
input,send,4132.800
input,send,4716.600
input,send,5305.700
input,send,6141.500
input,send,6533.400
input,send,8639.700
input,send,9565.900
input,send,10683.200
input,send,10951.100
input,send,11519.800
input,send,12500.600
input,send,13398.700
audio,recv,1933.400
audio,recv,1934.000
audio,recv,3329.200
audio,recv,3695.500
audio,recv,4073.400
audio,recv,4154.700
audio,recv,4738.300
audio,recv,5327.700
audio,recv,5822.400
audio,recv,6165.800
audio,recv,6555.200
audio,recv,7537.200
audio,recv,8660.900
audio,recv,9286.700
audio,recv,9595.600
audio,recv,10706.800
audio,recv,10972.500
audio,recv,11004.000
audio,recv,11549.200
audio,recv,12524.600
audio,recv,12751.200
audio,recv,13420.700
audio,recv,14501.000
frame,recv,1959.000
frame,recv,1991.200
frame,recv,2031.800
frame,recv,2056.500
frame,recv,2090.100
frame,recv,2122.700
frame,recv,2155.600
frame,recv,2188.400
frame,recv,2228.000
frame,recv,2257.500
frame,recv,2287.300
frame,recv,2320.700
frame,recv,2352.900
frame,recv,2386.800
frame,recv,2420.300
frame,recv,2453.100
frame,recv,2484.900
frame,recv,2518.500
frame,recv,2553.500
frame,recv,2584.300
frame,recv,2617.900
frame,recv,2651.000
frame,recv,2684.300
frame,recv,2717.700
frame,recv,2749.700
frame,recv,2784.900
frame,recv,2815.200
frame,recv,2848.500
frame,recv,2881.100
frame,recv,2915.500
frame,recv,2947.700
frame,recv,2980.500
frame,recv,3013.800
frame,recv,3048.300
frame,recv,3079.300
frame,recv,3112.200
frame,recv,3145.900
frame,recv,3179.200
frame,recv,3211.900
frame,recv,3244.700
frame,recv,3277.100
frame,recv,3311.300
frame,recv,3343.400
frame,recv,3377.200
frame,recv,3409.700
frame,recv,3443.600
frame,recv,3475.000
frame,recv,3508.700
frame,recv,3543.800
frame,recv,3574.100
frame,recv,3607.400
frame,recv,3640.700
frame,recv,3673.900
frame,recv,3706.700
frame,recv,3739.200
frame,recv,3772.600
frame,recv,3806.500
frame,recv,3838.400
frame,recv,3872.600
frame,recv,3905.000
frame,recv,3937.100
frame,recv,3970.900
frame,recv,4003.100
frame,recv,4035.800
frame,recv,4069.700
frame,recv,4102.100
frame,recv,4135.700
frame,recv,4169.200
frame,recv,4201.400
frame,recv,4233.800
frame,recv,4267.600
frame,recv,4301.700
frame,recv,4334.000
frame,recv,4366.200
frame,recv,4400.600
frame,recv,4433.000
frame,recv,4465.000
frame,recv,4497.900
frame,recv,4532.100
frame,recv,4565.800
frame,recv,4597.400
frame,recv,4631.100
frame,recv,4663.600
frame,recv,4697.100
frame,recv,4729.700
frame,recv,4764.600
frame,recv,4796.000
frame,recv,4828.900
frame,recv,4861.200
frame,recv,4896.300
frame,recv,4926.400
frame,recv,4961.800
frame,recv,4993.000
frame,recv,5027.700
frame,recv,5060.500
frame,recv,5093.500
frame,recv,5126.100
frame,recv,5158.600
frame,recv,5191.600
frame,recv,5225.200
frame,recv,5257.400
frame,recv,5290.100
frame,recv,5323.600
frame,recv,5357.300
frame,recv,5389.400
frame,recv,5422.800
frame,recv,5455.900
frame,recv,5489.100
frame,recv,5521.900
frame,recv,5554.300
frame,recv,5587.700
frame,recv,5620.400
frame,recv,5653.600
frame,recv,5687.500
frame,recv,5720.800
frame,recv,5753.700
frame,recv,5785.800
frame,recv,5818.200
frame,recv,5850.700
frame,recv,5884.400
frame,recv,5917.500
frame,recv,5951.500
frame,recv,5983.600
frame,recv,6016.700
frame,recv,6049.800
frame,recv,6084.000
frame,recv,6116.300
frame,recv,6148.200
frame,recv,6181.200
frame,recv,6214.500
frame,recv,6246.400
frame,recv,6280.100
frame,recv,6313.700
frame,recv,6346.400
frame,recv,6379.400
frame,recv,6412.600
frame,recv,6446.100
frame,recv,6478.400
frame,recv,6511.700
frame,recv,6545.000
frame,recv,6577.800
frame,recv,6611.700
frame,recv,6643.600
frame,recv,6677.000
frame,recv,6709.900
frame,recv,6742.800
frame,recv,6775.200
frame,recv,6809.200
frame,recv,6842.000
frame,recv,6875.700
frame,recv,6907.800
frame,recv,6939.400
frame,recv,6973.700
frame,recv,7006.800
frame,recv,7041.400
frame,recv,7072.300
frame,recv,7106.100
frame,recv,7138.000
frame,recv,7171.900
frame,recv,7204.500
frame,recv,7237.600
frame,recv,7272.200
frame,recv,7304.400
frame,recv,7335.900
frame,recv,7369.700
frame,recv,7404.200
frame,recv,7435.600
frame,recv,7469.000
frame,recv,7502.800
frame,recv,7535.200
frame,recv,7567.800
frame,recv,7600.800
frame,recv,7633.700
frame,recv,7668.000
frame,recv,7700.000
frame,recv,7732.600
frame,recv,7765.700
frame,recv,7800.000
frame,recv,7832.000
frame,recv,7863.900
frame,recv,7898.300
frame,recv,7931.400
frame,recv,7963.100
frame,recv,7997.300
frame,recv,8029.400
frame,recv,8063.700
frame,recv,8096.100
frame,recv,8129.000
frame,recv,8161.700
frame,recv,8194.700
frame,recv,8226.900
frame,recv,8260.200
frame,recv,8293.600
